ID	Gene.symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
H3103A09_1	Znhit2	0.1533	-0.07751875	0.508490869836487	0.617589844850109	0.999805217187098	-4.74304647437573
H3076B05_1	Rgnef	0.100075	0.23911875	0.508400254799645	0.617652052511695	0.999805217187098	-4.7430615565666
H3108E11_1	Ttc21a	0.0975249999999999	-0.03204375	0.508312595670452	0.617712233771766	0.999805217187098	-4.74307614433912
H3049A04_1	Cdc37	0.088525	-0.1334625	0.508289201702853	0.617728295075294	0.999805217187098	-4.74308003703656
H3103C10_1		0.0956	-0.09604375	0.508232706346388	0.617767083206135	0.999805217187098	-4.7430894370202
H3094G07_1	Uck2	-0.082375	-0.0613375	-0.508230706565742	0.617768456220847	0.999805217187098	-4.74308976973565
H3093C04_1	2410081M15Rik	-0.130975	-0.012275	-0.508055945484973	0.617888449767039	0.999805217187098	-4.74311884097689
H3139E05_1	RPS15///RPS15///Rps15///Rps15///RPS15	0.134	-0.147425	0.507948900818966	0.617961953706232	0.999805217187098	-4.74313664300438
H3087H09_1		0.162	0.17845625	0.507897017421778	0.61799758177364	0.999805217187098	-4.74314527017322
H3081B11_1	Sf3b4	-0.08225	-0.16565625	-0.507842133476872	0.618035271367497	0.999805217187098	-4.74315439536177
H3056E12_1		0.093325	0.04010625	0.507790269183003	0.618070888330159	0.999805217187098	-4.74316301763207
H3150E04_1	Dbt	0.131075	0.07460625	0.507715407537974	0.618122300075424	0.999805217187098	-4.74317546166195
H3086E12_1	Nsun5	0.131375	-0.0648625	0.507690364039785	0.618139499323411	0.999805217187098	-4.74317962417951
H3112D02_1	Ergic1	-0.12405	-0.05438125	-0.507369287619323	0.618360026773594	0.999805217187098	-4.74323297349201
H3011A08_1	Slc16a1	0.0897	-0.02766875	0.507300047398352	0.618407588491537	0.999805217187098	-4.74324447408318
H3135D04_1	Mrpl45	0.0669	-0.137225	0.507286256909519	0.618417061507869	0.999805217187098	-4.74324676446355
H3106H06_1		0.10055	-0.005525	0.507183152062704	0.618487888880532	0.999805217187098	-4.74326388666053
H3046C11_1		-0.163	-0.031275	-0.5071718216516	0.61849567248682	0.999805217187098	-4.74326576805353
H3040F11_1	Ifi30	0.1409	-0.0819625	0.507085213041095	0.618555171191305	0.999805217187098	-4.74328014792764
H3081A07_1	C330007P06Rik	0.143425	-0.06065625	0.506921197318952	0.618667854785897	0.999805217187098	-4.74330737353096
H3094F01_1		-0.108175	0.02250625	-0.506795431152045	0.618754266435864	0.999805217187098	-4.74332824427386
H3130D07_1		0.09285	0.034675	0.506781346014023	0.618763944436113	0.999805217187098	-4.74333058137902
H3143C06_1	Pkd2	0.0902	0.1111	0.506516817399884	0.61894571733932	0.999805217187098	-4.74337446236201
H3086G09_1	Il6st	0.0755	-0.16386875	0.506450094878206	0.618991570252545	0.999805217187098	-4.74338552710189
H3136F05_1	Ghitm	-0.0697	0.12058125	-0.506378150882445	0.619041013266658	0.999805217187098	-4.74339745617806
H3069B01_1	Obox5///Obox3	-0.14325	0.01460625	-0.50608484225299	0.619242607032291	0.999805217187098	-4.74344607318656
H3032C04_1		0.085375	0.04680625	0.506068933809185	0.619253541946871	0.999805217187098	-4.74344870930561
H3089B07_1		-0.1538	-0.00329999999999999	-0.506053439972428	0.619264191963133	0.999805217187098	-4.74345127664622
H3107H03_1	Prelid2	0.129675	0.11009375	0.506007101688743	0.619296044081722	0.999805217187098	-4.74345895448949
H3095F05_1	Tmem176a	-0.114275	-0.1689375	-0.505706538458186	0.619502664849288	0.999805217187098	-4.74350873893176
H3004B02_1	Txndc4	-0.079125	-0.0376875	-0.505677280295212	0.619522779984172	0.999805217187098	-4.74351358366945
H3042B04_1		-0.115275	-0.04925625	-0.505662277623736	0.619533094516985	0.999805217187098	-4.74351606779617
H3021D09_1	Tmem9b	0.08395	0.40005	0.505624664267003	0.619558954550292	0.999805217187098	-4.74352229546867
H3111G10_1		0.081275	-0.0502125	0.505622836734357	0.619560211033377	0.999805217187098	-4.74352259804344
H3145F02_1	Traf3ip1	-0.108375	-0.05203125	-0.505574541758682	0.619593415705242	0.999805217187098	-4.74353059360673
H3111E03_1		-0.165625	0.049575	-0.505483773524905	0.619655824679633	0.999805217187098	-4.74354561894393
H3128B07_1	Rundc1	0.10625	0.01688125	0.505461169297244	0.619671366998358	0.999805217187098	-4.74354936034034
H3127B09_1	Sgpp2	0.11615	-0.128625	0.505302266891323	0.619780631070909	0.999805217187098	-4.74357565698907
H3097C07_1	Rbbp5	0.13175	0.1254375	0.505089830817534	0.619926720120837	0.999805217187098	-4.74361080061051
H3030D10_1	Pkm2	-0.094175	-0.08421875	-0.505074736133031	0.619937101127395	0.999805217187098	-4.74361329721251
H3083H11_1	Dda1	0.09525	0.225075	0.504974089526251	0.620006320522466	0.999805217187098	-4.74362994195604
H3080D07_1	Ubn1	0.088375	0.03223125	0.504965447633718	0.620012264128583	0.999805217187098	-4.74363137098871
H3119D08_1		0.090375	0.05185	0.504779404341858	0.620140225072284	0.999805217187098	-4.74366212967085
H3020H07_1	Gdi1	0.0908000000000001	0.45394375	0.504767116699784	0.620148676978007	0.999805217187098	-4.74366416081696
H3138C07_1	BC013529	0.0905	0.16765	0.504533363888296	0.620309471427964	0.999805217187098	-4.743702791183
H3076C06_1	Pafah1b1///Pafah1b1	0.09855	-0.06309375	0.504471494981197	0.620352033271858	0.999805217187098	-4.74371301289123
H3075H07_1		-0.133425	0.06218125	-0.504357543827923	0.620430427989429	0.999805217187098	-4.74373183627993
H3031H10_1	Epb4.1l5	0.108725	0.02369375	0.504275191691321	0.620487086527841	0.999805217187098	-4.74374543736659
H3057B04_1	Usp30	0.078325	0.3146625	0.504110025420803	0.620600728855963	0.999805217187098	-4.74377270947801
H3103G12_1	Tle4	0.106625	0.09105	0.504092240662916	0.620612966212245	0.999805217187098	-4.74377564557528
H3156H09_1		0.093425	0.00375	0.503762748073846	0.620839704537299	0.999805217187098	-4.74383002390674
H3023H03_1		0.14985	0.05194375	0.503690926190296	0.620889133541781	0.999805217187098	-4.74384187265746
H3070A12_1	Qdpr	0.095225	0.20880625	0.503648588257342	0.620918272079012	0.999805217187098	-4.74384885656737
H3029G02_1	Nfxl1	-0.14165	0.01935	-0.50349126030764	0.621026556692359	0.999805217187098	-4.74387480391687
H3009D01_1	Foxk2	-0.22345	-0.2137	-0.50332164819084	0.62114330618981	0.999805217187098	-4.74390276860087
H3064C01_1		-0.214475	0.0612	-0.50316413799645	0.621251734852278	0.999805217187098	-4.74392872996508
H3155B05_1		0.0924	0.07013125	0.503082460382753	0.621307964547667	0.999805217187098	-4.74394218930395
H3122B05_1	C130032J12Rik	-0.102675	-0.0147	-0.502957610227878	0.621393920371102	0.999805217187098	-4.74396275886381
H3073G02_1	Slc5a6	-0.115675	0.090225	-0.502845591760976	0.621471046729311	0.999805217187098	-4.74398121021976
H3056G10_1	Txn2	0.07205	-0.09454375	0.5028207092297	0.62148817933227	0.999805217187098	-4.7439853082674
H3142C09_1	Sh3gl2	0.10085	-0.31578125	0.50262426699543	0.621623445397712	0.999805217187098	-4.7440176547009
H3158A09_1		-0.108725	-0.0537375	-0.502555861782081	0.621670551085023	0.999805217187098	-4.74402891557048
H3051F07_1	Tes3-ps	-0.108425	-0.02875625	-0.50255529444943	0.621670941772753	0.999805217187098	-4.74402900895872
H3140E03_1	Zcrb1	-0.160125	0.07993125	-0.502402386219387	0.621776244670297	0.999805217187098	-4.74405417542114
H3084E09_1		-0.19925	-0.1289875	-0.502191716476887	0.621921339852573	0.999805217187098	-4.7440888366546
H3153C01_1	Las1l	-0.13675	0.00789375	-0.502147658437414	0.621951686098329	0.999805217187098	-4.74409608372144
H3119H11_1	Wdfy3	0.08465	0.20093125	0.502030574624866	0.622032334355029	0.999805217187098	-4.74411533979224
H3141F05_1	Gas1	-0.121775	-0.63044375	-0.501969188230501	0.62207461976509	0.999805217187098	-4.74412543393684
H3040G03_1		-0.077175	-0.099575	-0.501855267450423	0.62215309656789	0.999805217187098	-4.74414416352433
H3079C01_1	Isg20l1	-0.165325	-0.095375	-0.501841257876719	0.622162747690063	0.999805217187098	-4.74414646654339
H3063E11_1		0.077525	-0.04091875	0.501835405883744	0.622166779118422	0.999805217187098	-4.74414742852825
H3148F05_1	Ndufs1	-0.0978	-0.1963875	-0.501796403509729	0.622193648105293	0.999805217187098	-4.74415383969422
H3080G03_1		0.09395	-0.02199375	0.501794408734643	0.622195022333451	0.999805217187098	-4.74415416758034
H3039E01_1		-0.137625	0.1503625	-0.50175849200005	0.622219766114376	0.999805217187098	-4.74416007109087
H3155F12_1	Eif3h	0.0808	0.0918	0.501676724039795	0.622276099487173	0.999805217187098	-4.74417350951099
H3005D10_1	Sema3e	0.12105	0.2488625	0.501654473399518	0.622291429302461	0.999805217187098	-4.74417716600391
H3049E10_1	Hrb	-0.12825	0.13566875	-0.501490856962575	0.622404160068054	0.999805217187098	-4.74420404868738
H3031C05_1	Cdipt	0.094	0.19314375	0.501267384708986	0.622558146728121	0.999805217187098	-4.74424075238774
H3156D11_1		0.09825	-0.0073875	0.501186846601514	0.622613647040722	0.999805217187098	-4.74425397637403
H3079D02_1	Mterfd2	0.11955	0.0585875	0.501155084228825	0.6226355357269	0.999805217187098	-4.74425919105354
H3120C02_1		-0.071775	-0.0592375	-0.501076562709953	0.622689649518784	0.999805217187098	-4.74427208120191
H3140C09_1	Cpeb1	-0.076275	-0.07581875	-0.501050843898073	0.622707374345903	0.999805217187098	-4.74427630280261
H3097E01_1	2410008K03Rik	0.116375	0.1518625	0.501001652698122	0.622741276478954	0.999805217187098	-4.74428437669175
H3093H10_1		0.118825	-0.0349875	0.500882361478188	0.622823494535158	0.999805217187098	-4.74430395316118
H3033G09_1		-0.10835	-0.0684625	-0.500753113994125	0.62291258044488	0.999805217187098	-4.74432515851284
H3124H01_1	Ndufb10	0.099325	0.0766125	0.500750460254219	0.62291440964086	0.999805217187098	-4.74432559385159
H3083E11_1		-0.105375	-0.06105	-0.50058414376734	0.623029054965488	0.999805217187098	-4.74435287323516
H3059D01_1	Aak1	0.11175	0.120675	0.500370690795199	0.623176207013332	0.999805217187098	-4.74438787135503
H3140G10_1	D4Wsu132e	-0.085175	-0.1061125	-0.500333329205085	0.623201965354143	0.999805217187098	-4.74439399576572
H3133A08_1		-0.140575	-0.0037	-0.500289345951484	0.623232289536852	0.999805217187098	-4.74440120505938
H3134F08_1	4921521F21Rik	-0.145675	-0.0674125	-0.500255146933983	0.623255868474888	0.999805217187098	-4.74440681020248
H3081F05_1	Ppm1a	-0.090025	-0.1680625	-0.500138246736426	0.623336469947616	0.999805217187098	-4.74442596713243
H3037B09_1	2310008H09Rik	-0.1248	-0.26863125	-0.500121027278228	0.623348343000693	0.999805217187098	-4.74442878859793
H3066E10_1		-0.090125	0.0648125	-0.500107374214846	0.62335775705134	0.999805217187098	-4.74443102563207
H3053D08_1	Clec4e	0.0906	-0.001175	0.500001193731369	0.62343097283184	0.999805217187098	-4.74444842116321
H3141E02_1		0.1081	0.0976125	0.499949604213719	0.623466547375202	0.999805217187098	-4.7444568717967
H3032C12_1		-0.103775	-0.108675	-0.499604758046815	0.623704367255296	0.999805217187098	-4.74451333809657
H3031F04_1	Ctnnb1	-0.06835	0.0051375	-0.499520438155762	0.623762524170869	0.999805217187098	-4.74452713928496
H3053A06_1		-0.151525	-0.050675	-0.499377341653007	0.623861226199612	0.999805217187098	-4.74455055575276
H3086E10_1		0.078025	0.06014375	0.499371672866936	0.623865136444499	0.999805217187098	-4.74455148326762
H3105G06_1	Wee2	0.09685	0.00161875	0.49936908249613	0.623866923247857	0.999805217187098	-4.74455190709531
H3092E11_1		-0.14115	-0.1698125	-0.499134633333356	0.624028653148096	0.999805217187098	-4.74459025820831
H3043A08_1		-0.207525	0.0365375	-0.499134571668223	0.624028695689109	0.999805217187098	-4.74459026829322
H3074D11_1		-0.0991	-0.0609875	-0.499017271283341	0.624109620344145	0.999805217187098	-4.74460944981436
H3058H10_1		-0.09895	0.05078125	-0.4987297885453	0.624307973421929	0.999805217187098	-4.74465644222514
H3136H02_1		0.24435	-0.0974125	0.498719591073295	0.624315009867444	0.999805217187098	-4.7446581086477
H3011D01_1	Eif2a	0.13165	0.048	0.498634500488019	0.624373725410608	0.999805217187098	-4.74467201248357
H3149G10_1	Hdhd3	0.100175	0.0668375	0.498534876480036	0.624442472837208	0.999805217187098	-4.744688288217
H3155A07_1		-0.16545	-0.0112125	-0.498532384910188	0.624444192237656	0.999805217187098	-4.74468869522907
H3105A03_1	Phc1	0.074	0.026	0.49853132688696	0.624444922366612	0.999805217187098	-4.74468886806258
H3055G05_1	Ammecr1l	0.0951749999999999	0.277075	0.498492646206399	0.624471615709433	0.999805217187098	-4.74469518651013
H3081A11_1	Rb1	0.107575	0.12336875	0.498381342171449	0.62454842905872	0.999805217187098	-4.74471336530113
H3013H07_1	Isca1	-0.099625	0.0058875	-0.498343643951176	0.624574446432973	0.999805217187098	-4.74471952150713
H3156C08_1	Mtx1	-0.07565	-0.17825	-0.498215156561654	0.624663125656522	0.999805217187098	-4.74474050046307
H3041D08_1	Zfp161	-0.068275	0.040625	-0.498163080658411	0.624699069007807	0.999805217187098	-4.74474900176163
H3100G11_1		0.0757	0.14150625	0.49815018706286	0.624707968457063	0.999805217187098	-4.74475110648752
H3127H10_1		0.160325	-0.05631875	0.498066103107989	0.624766006553759	0.999805217187098	-4.74476483091983
H3101B06_1	Stat5a///Stat3	-0.16395	0.11041875	-0.498048484880476	0.62477816767787	0.999805217187098	-4.74476770633968
H3152F04_1		0.1559	1.37285625	0.49803604014872	0.624786757821759	0.999805217187098	-4.74476973734993
H3099G09_1	Calml4	0.0945249999999999	-0.0019375	0.498000961986345	0.62481097129523	0.999805217187098	-4.74477546193068
H3088C02_1	Cd55	0.145875	-0.02855	0.497913897746727	0.624871071209257	0.999805217187098	-4.74478966872077
H3005F12_1		0.114225	0.00360625	0.497728448415084	0.624999094813117	0.999805217187098	-4.74481992170934
H3072C12_1		0.12105	-0.08560625	0.497719908825341	0.625004990354042	0.999805217187098	-4.74482131454366
H3007D06_1	Crim1	-0.09095	0.1304875	-0.497524524139533	0.625139886692908	0.999805217187098	-4.74485317619396
H3028D07_1		0.127575	0.07200625	0.497507667365879	0.625151525487988	0.999805217187098	-4.74485592449323
H3035A03_1		-0.1073	0.01460625	-0.497448842184194	0.625192142257017	0.999805217187098	-4.74486551455479
H3080G02_1	Minpp1	0.125775	-0.0046625	0.497337735587114	0.62526886093177	0.999805217187098	-4.74488362492557
H3105D04_1	Fzr1	0.0885500000000001	-0.4011875	0.497293993474644	0.625299065904367	0.999805217187098	-4.74489075383149
H3158A03_1		-0.163975	-0.2825625	-0.497286594001597	0.625304175484887	0.999805217187098	-4.74489195970752
H3075E06_1	Prlr	-0.199075	0.0314	-0.497125492549214	0.625415426220628	0.999805217187098	-4.74491820982605
H3058C08_1		-0.126625	0.5662625	-0.496996445602278	0.625504547999853	0.999805217187098	-4.74493923109282
H3100G09_1	Dpf2	0.070425	0.1757125	0.496724492249274	0.625692382636046	0.999805217187098	-4.74498351426656
H3066F12_1	Zranb1	0.122625	0.1547125	0.496527847313803	0.625828219223288	0.999805217187098	-4.74501552031389
H3089A03_1		0.1084	0.08376875	0.496336545531308	0.625960378195757	0.999805217187098	-4.74504664512632
H3072H01_1		0.2476	0.10561875	0.496330232203143	0.625964739920201	0.999805217187098	-4.74504767211055
H3064D10_1	Rpl32///Rpl32///RPL32	-0.07385	-0.1932625	-0.496269697803548	0.626006562384264	0.999805217187098	-4.7450575185632
H3110D12_1	Ufd1l	0.1482	-0.0772625	0.495999141056408	0.626193502698081	0.999805217187098	-4.74510151301956
H3057C12_1		0.093125	-0.077975	0.495869186030662	0.626283304011656	0.999805217187098	-4.74512263651088
H3112B06_1	Ing5	-0.1392	-0.1306875	-0.495863487836556	0.6262872417068	0.999805217187098	-4.74512356260108
H3100D10_1		0.173075	-0.18618125	0.495863253268451	0.626287403803614	0.999805217187098	-4.74512360072368
H3051E09_1	2410022L05Rik	0.097525	-0.056525	0.495828226163771	0.626311609284726	0.999805217187098	-4.74512929322465
H3114D05_1		0.08185	-0.117975	0.495820401291338	0.626317016722854	0.999805217187098	-4.74513056484733
H3099E03_1	Trim23	0.0813	0.2341625	0.495725845380069	0.626382362041134	0.999805217187098	-4.74514592964982
H3106H04_1	Cd2bp2	0.078725	0.09244375	0.49567977927731	0.626414198375668	0.999805217187098	-4.74515341412079
H3021H12_1	E430025E21Rik	0.093375	0.12435	0.495678849452362	0.626414840986527	0.999805217187098	-4.74515356518487
H3034C12_1	Arhgap29	-0.111275	-0.0233875	-0.495440087427989	0.626579861917337	0.999805217187098	-4.74519234674409
H3036H03_1	Vnn1	0.17915	-0.06214375	0.495394715811842	0.626611222919136	0.999805217187098	-4.74519971433782
H3143H04_1	B4galt4	0.100425	0.0428125	0.495380943210354	0.626620742729517	0.999805217187098	-4.74520195065145
H3077F09_1	Atf1	-0.11975	-0.09923125	-0.495282848935303	0.626688548793298	0.999805217187098	-4.74521787690722
H3023G07_1	Ttll5	0.1299	0.4106	0.495249628406573	0.626711512719815	0.999805217187098	-4.74522326979934
H3021A12_1	Wars	0.1591	-0.08076875	0.494983185962902	0.626895707210666	0.999805217187098	-4.7452665105716
H3018H11_1		0.14235	-0.12380625	0.494882034528351	0.626965640910475	0.999805217187098	-4.74528292056829
H3040B02_1	Ddx41	-0.120275	-0.27835	-0.49487508788642	0.626970443787796	0.999805217187098	-4.74528404741849
H3094A05_1	D330022A01Rik///Ube1l///1700021K14Rik///D330022A01Rik///Ube1l	-0.10665	0.15899375	-0.494730422691868	0.627070468574502	0.999805217187098	-4.745307510873
H3024G09_1		-0.094375	-0.0464875	-0.494725166101566	0.627074103240556	0.999805217187098	-4.74530836332386
H3150F04_1	Pxdn	0.090675	-0.07828125	0.494412778432345	0.627290121204121	0.999805217187098	-4.7453590071228
H3123H04_1	Rnf111	0.0815	0.19455	0.494406028737947	0.627294789042957	0.999805217187098	-4.74536010103635
H3122D12_1	1700021C14Rik	0.127825	0.04551875	0.494388724415263	0.627306756146332	0.999805217187098	-4.7453629054588
H3020C12_1		-0.09855	0.00345	-0.494236482439855	0.62741204631928	0.999805217187098	-4.74538757450146
H3052E11_1		0.06515	0.04799375	0.494212878278604	0.627428371638999	0.999805217187098	-4.74539139863337
H3107C06_1	Myd88	0.0954	-0.012425	0.494145136612761	0.627475224835288	0.999805217187098	-4.74540237255684
H3131H06_1		0.11005	-0.11158125	0.494122262494762	0.627491045978239	0.999805217187098	-4.74540607776386
H3110F01_1	Zfp364	-0.094575	0.12665625	-0.494097335047248	0.627508287542291	0.999805217187098	-4.74541011538829
H3075E03_1	E330017A01Rik	-0.12065	0.04000625	-0.493890430429827	0.627651405781418	0.999805217187098	-4.74544362128291
H3113A05_1	Edg5///Edg5	-0.225125	0.0702875	-0.493857974114064	0.62767385756313	0.999805217187098	-4.74544887600805
H3114G12_1	Ccs	0.1708	0.19138125	0.493848333718557	0.627680526416271	0.999805217187098	-4.74545043673886
H3053E09_1	Nr5a1	0.13135	-0.0743	0.493607681784067	0.627847010861455	0.999805217187098	-4.74548938765198
H3121H08_1		-0.07165	0.017	-0.493510145284772	0.627914493071796	0.999805217187098	-4.74550516934952
H3076A08_1		0.1687	0.14389375	0.49340736509084	0.627985606885304	0.999805217187098	-4.74552179627714
H3039B05_1		-0.13855	-0.05441875	-0.493310164109572	0.628052863893354	0.999805217187098	-4.74553751761013
H3025C06_1	Mga	0.1144	0.23629375	0.493121007542893	0.628183758069818	0.999805217187098	-4.74556810342333
H3004G09_1	Umps	-0.0807	0.008925	-0.49309018330393	0.628205089297362	0.999805217187098	-4.74557308651273
H3070H08_1		0.09695	0.0278375	0.492762728466004	0.628431718004612	0.999805217187098	-4.74562600499273
H3103C11_1	Csnk2a2	-0.070325	-0.08546875	-0.492675222385835	0.62849228668091	0.999805217187098	-4.74564014077843
H3100D02_1	Tram1	-0.069275	-0.33243125	-0.492663706519792	0.628500257767233	0.999805217187098	-4.74564200088035
H3038H05_1	Gtf2f1	0.063575	-0.0595125	0.492596221860653	0.628546970447401	0.999805217187098	-4.74565290051675
H3120A05_1	Sfrs2ip	0.154375	0.05866875	0.492557217652804	0.628573969782954	0.999805217187098	-4.74565919954681
H3090C12_1	Palm2-akap2///Palm2///Akap2	-0.10805	-0.09731875	-0.492545418832374	0.628582137221519	0.999805217187098	-4.74566110491745
H3155F05_1		-0.119425	-0.179775	-0.492266111737245	0.628775495040666	0.999805217187098	-4.74570619702392
H3149C04_1	Rab11fip3	0.083225	0.14206875	0.492184549901077	0.628831963641376	0.999805217187098	-4.74571935999304
H3112B12_1		0.105625	-0.06275625	0.491882819602062	0.629040884450628	0.999805217187098	-4.74576803708329
H3035C01_1	Chic1	0.0918249999999999	0.26838125	0.491837732987913	0.629072105612708	0.999805217187098	-4.74577530830536
H3069G07_1	Unc50	0.1065	0.05263125	0.49170143421038	0.629166492924599	0.999805217187098	-4.74579728566005
H3143F12_1	Ctps2	0.130675	0.14706875	0.491638017648264	0.629210411334394	0.999805217187098	-4.74580750921865
H3159B09_1	Mier1	0.1119	-0.16061875	0.491637390286902	0.62921084581342	0.999805217187098	-4.74580761035103
H3064H05_1	G3bp2	-0.0718500000000001	0.1092375	-0.491633881821006	0.629213275603573	0.999805217187098	-4.7458081759231
H3001D05_1		0.082325	0.01020625	0.491620461496149	0.629222569897938	0.999805217187098	-4.74581033927215
H3084B12_1		-0.098775	-0.068875	-0.491527394473531	0.629287025560645	0.999805217187098	-4.74582534007682
H3081H02_1	Akr1c13	0.171	0.04114375	0.491518021800092	0.629293516987303	0.999805217187098	-4.74582685064067
H3153D01_1	Pdxdc1	0.2121	0.05230625	0.491482774789219	0.629317929019358	0.999805217187098	-4.74583253104312
H3092C02_1	Usp2	-0.1906	0.04436875	-0.491453449430074	0.629338240059792	0.999805217187098	-4.74583725681724
H3088A03_1		0.082825	0.0240375	0.491356000554221	0.629405736331348	0.999805217187098	-4.74585295874809
H3115G03_1		-0.065825	-0.1338	-0.491352195772042	0.629408371716071	0.999805217187098	-4.74585357175219
H3021F10_1		0.1405	0.0233875	0.491343216390077	0.629414591310913	0.999805217187098	-4.74585501843938
H3092F02_1		-0.122925	-0.0756625	-0.491313371510196	0.629435263658902	0.999805217187098	-4.74585982662995
H3112D11_1	Pi4k2a	0.07625	-0.04495625	0.49123645504816	0.62948854205694	0.999805217187098	-4.74587221705366
H3136H10_1	2610019A05Rik///Ccdc47	0.08965	-0.0954375	0.491072833396708	0.629601886284441	0.999805217187098	-4.74589856861019
H3040E12_1	Pi4ka	-0.13055	0.02905625	-0.490887948629908	0.629729971366133	0.999805217187098	-4.74592833455901
H3153A04_1	Prkag2///Prkag1	0.13925	-0.03975625	0.490875552226394	0.629738559821714	0.999805217187098	-4.74593032996433
H3131H09_1		0.132175	0.05530625	0.490864782202141	0.629746021536211	0.999805217187098	-4.74593206353811
H3157E11_1	Hd	0.171925	-0.02980625	0.490828168279084	0.629771388791655	0.999805217187098	-4.74593795674831
H3053C12_1		0.110375	-0.1314875	0.4907970445169	0.629792952668398	0.999805217187098	-4.74594296595773
H3099A12_1	Tcerg1	-0.147	-0.1050625	-0.490644044746611	0.629898962467042	0.999805217187098	-4.74596758608057
H3039C12_1	Med14	-0.138575	-0.15808125	-0.490565570469827	0.629953338596734	0.999805217187098	-4.74598021101412
H3026H10_1	Iqcc	-0.1114	0.0178	-0.490501188299767	0.629997951703151	0.999805217187098	-4.74599056737336
H3122H01_1	Tgfb1i1	0.218175	-0.22038125	0.490439280833825	0.63004085137001	0.999805217187098	-4.74600052443562
H3094A04_1	Dnajc3a	-0.120075	-0.02286875	-0.490415780853618	0.630057136374474	0.999805217187098	-4.74600430380763
H3026D10_1	Zfp639	-0.07535	0.03636875	-0.490277699992907	0.630152827536527	0.999805217187098	-4.74602650710208
H3122F09_1	Rpl3	-0.068375	-0.21586875	-0.490215511528272	0.630195926857866	0.999805217187098	-4.74603650501168
H3095A07_1	Lsm14a	0.13525	-0.00798125000000001	0.49020731743525	0.630201605824364	0.999805217187098	-4.74603782226875
H3139B03_1	D5Ertd585e	-0.079075	0.0040125	-0.490160794634463	0.630233849188505	0.999805217187098	-4.74604530073248
H3135A10_1	Ccdc55	0.1056	0.07784375	0.49011369652681	0.630266492059886	0.999805217187098	-4.74605287098654
H3027H06_1	Rpl15	0.084875	-0.22478125	0.490045862439866	0.630313508056432	0.999805217187098	-4.74606377299289
H3084H07_1	Wnk1	0.1056	-0.0883875	0.489994180542068	0.630349330020091	0.999805217187098	-4.74607207812237
H3088H06_1		0.087825	0.11564375	0.489970150924663	0.63036598584705	0.999805217187098	-4.74607593932702
H3153H08_1	Hs6st2	0.092925	-0.3252875	0.489792684216688	0.630489000999916	0.999805217187098	-4.74610445001573
H3129A04_1	Mgrn1	0.136125	0.3677125	0.489759204714705	0.630512209342431	0.999805217187098	-4.74610982751848
H3020C09_1	Pdcd6ip	0.075	0.04458125	0.489710881764997	0.630545708019221	0.999805217187098	-4.74611758856892
H3002C12_1	Xrn2	-0.070375	0.03570625	-0.489674498706382	0.630570930211013	0.999805217187098	-4.74612343149596
H3064F01_1		0.15645	0.16551875	0.489478780366153	0.630706618041382	0.999805217187098	-4.74615485572505
H3157C10_1		-0.10075	-0.15634375	-0.489326080740919	0.630812491231495	0.999805217187098	-4.74617936461812
H3028A06_1	Ppia	-0.1171	-0.39411875	-0.489288803850079	0.630838338150429	0.999805217187098	-4.74618534659903
H3131G12_1		0.12045	-0.02845	0.489165290872337	0.630923982658858	0.999805217187098	-4.74620516414545
H3120C11_1		-0.069175	-0.16555625	-0.489139121353513	0.630942129425833	0.999805217187098	-4.74620936240873
H3115F11_1	Nid2	-0.0993999999999999	0.28113125	-0.489103863876598	0.630966578451994	0.999805217187098	-4.74621501827535
H3057D11_1	Erlin2	0.0743	-0.032825	0.489014583380175	0.631028491293522	0.999805217187098	-4.74622933856484
H3043D10_1		-0.153825	-0.03266875	-0.488987216816417	0.63104746959489	0.999805217187098	-4.74623372756987
H3149F12_1		-0.125275	-0.0579	-0.488895354519767	0.631111176657632	0.999805217187098	-4.74624845858292
H3067D08_1		0.08935	-0.00753125	0.48881448635861	0.631167261692126	0.999805217187098	-4.74626142439493
H3142G12_1	Nfx1	-0.13605	0.05188125	-0.488755384359319	0.631208252559065	0.999805217187098	-4.74627089908533
H3023G11_1		-0.100725	-0.3582625	-0.488612237204028	0.631307539026006	0.999805217187098	-4.74629384259645
H3002C11_1		0.0754	0.06036875	0.488596246530631	0.631318630562526	0.999805217187098	-4.74629640517076
H3129D10_1	Numb	0.081525	-0.06210625	0.488553188464104	0.631348497178926	0.999805217187098	-4.74630330501379
H3119F03_1		-0.074875	0.05855	-0.48843626699882	0.631429601401065	0.999805217187098	-4.74632203817707
H3125D04_1	Eif2ak4	0.13515	0.05116875	0.488356252927398	0.631485107075813	0.999805217187098	-4.7463348555712
H3104A07_1	Srrm1	0.127725	-0.127825	0.488352337208998	0.631487823463539	0.999805217187098	-4.74633548277579
H3064E09_1	D12Ertd553e	-0.1181	0.092575	-0.488288208629794	0.631532311112707	0.999805217187098	-4.74634575396048
H3014A07_1	Gmip	-0.139775	0.06458125	-0.48821272659851	0.631584676807415	0.999805217187098	-4.74635784192798
H3055B05_1	Lsm7	-0.1104	-0.15945	-0.488098210932539	0.631664125950642	0.999805217187098	-4.74637617748068
H3060D04_1	Slc25a19	0.0983	0.063625	0.4880896675268	0.631670053415155	0.999805217187098	-4.74637754523445
H3087H04_1		0.13325	0.0585875	0.488054076303407	0.631694747090245	0.999805217187098	-4.7463832429541
